/proj/tfwlogs_wmr/stability/weekly_unloaded/stp95_96/JCAT/190207_170809/13_startMonitor/flow_rnc96_20190207172917180.txt [2019-02-07 23:38:18.668] 0015/00/3141    (1/UEH_EXCEPTION) ../UehBaseTraceD.cpp:4681 TRACE1:ExceptionCode = 410; Received signal handoverFromUTRANFailure; FailureIndication; Ue;RRCConNotRel;No effect on connection;callProc = UehIratHoFromUtranC;UeRef = 3141; IMSI = 235919309500061; cellId = 20522; cellFroId = 4; hsCellId = UNDEF; hsCellFroId = UNDEF; spId = dc:p:34:1; rhRncModuleId = 4; RLs in DRNC = 1; Best RL in DRNC: No; S-RNTI = 90753; causecode = 2;IMEISV = 0044024533567251;sourceConnType = uehPsInt1616; sGCP=0100000000000000000000011(CPM DL,CPM UL,DACC capable);targetConnType = uehPsInt1616; tGCP=0100000000000000000000011(CPM DL,CPM UL,DACC capable);UE Cap = Rel8-00000000000001110000011100110001111;fileName = ../UehIratHoFromUtranC.cpp;line = 4084;Previous state = WaitIuRelease;Current state = Handover;Current proc state = NULL;noOfUeCtxtInConnectedState = 3;noOfUeCtxtInUra = 0;ActiveSetCellId = [20522,20521,20412,-1,-1];ActiveSetCellFroId = [4,3,-1,-1,-1];rcsAllRlLostTimerStatus = 0;rcsHsRlLostTimerStatus = 0;procedureTriggerReason = P17c0v0ec0s1;lastGrabRule = UehGenRabRuleE1D;Irat targetCellId = 2362;Irat targetCellBcc = 5;Irat targetCellNcc = 7;Addition text = Directed Retry is FALSE;  Failing due to physical channel failure; BackTrace = [e63d3d68,7ecef14,d278,ae2c,6fc56c,fd0c,80c3bec,1478,b828c,e288,716d6f0] 
/proj/tfwlogs_wmr/stability/weekly_unloaded/stp95_96/JCAT/190207_170809/13_startMonitor/flow_rnc96_20190207172917180.txt [2019-02-07 23:38:20.232] 0015/00/3141    (1/UEH_EXCEPTION) ../UehBaseTraceD.cpp:4681 TRACE1:ExceptionCode = 410; Received signal handoverFromUTRANFailure; FailureIndication; Ue;RRCConNotRel;No effect on connection;callProc = UehIratHoFromUtranC;UeRef = 3141; IMSI = 235919309500061; cellId = 20522; cellFroId = 4; hsCellId = UNDEF; hsCellFroId = UNDEF; spId = dc:p:34:1; rhRncModuleId = 4; RLs in DRNC = 1; Best RL in DRNC: No; S-RNTI = 90753; causecode = 2;IMEISV = 0044024533567251;sourceConnType = uehPsInt1616; sGCP=0100000000000000000000011(CPM DL,CPM UL,DACC capable);targetConnType = uehPsInt1616; tGCP=0100000000000000000000011(CPM DL,CPM UL,DACC capable);UE Cap = Rel8-00000000000001110000011100110001111;fileName = ../UehIratHoFromUtranC.cpp;line = 4084;Previous state = WaitIuRelease;Current state = Handover;Current proc state = NULL;noOfUeCtxtInConnectedState = 3;noOfUeCtxtInUra = 0;ActiveSetCellId = [20522,20521,20412,-1,-1];ActiveSetCellFroId = [4,3,-1,-1,-1];rcsAllRlLostTimerStatus = 0;rcsHsRlLostTimerStatus = 0;procedureTriggerReason = P17c0v0ec0s1;lastGrabRule = UehGenRabRuleE1D;Irat targetCellId = 2362;Irat targetCellBcc = 5;Irat targetCellNcc = 7;Addition text = Directed Retry is FALSE;  Failing due to physical channel failure; BackTrace = [e63d3d68,7ecef14,d278,ae2c,6fc56c,fd0c,80c3bec,1478,b828c,e288,716d6f0] 
/proj/tfwlogs_wmr/stability/weekly_unloaded/stp95_96/JCAT/190226_170817/13_startMonitor/flow_rnc96_20190226172838987.txt [2019-02-26 20:23:06.396] 0011/00/3709    (1/UEH_EXCEPTION) ../UehBaseTraceD.cpp:4681 TRACE1:ExceptionCode = 410; Received signal handoverFromUTRANFailure; FailureIndication; Ue;RRCConNotRel;No effect on connection;callProc = UehIratHoFromUtranC;UeRef = 3709; IMSI = 235919309500061; cellId = 20518; cellFroId = 16; hsCellId = 20518; hsCellFroId = 16; spId = dc:p:30:1; rhRncModuleId = 4; RLs in DRNC = 0; Best RL in DRNC: No; S-RNTI = 66289; causecode = 2;IMEISV = 0044024533567251;sourceConnType = uehPacketEulHs; sGCP=0100000000000011000011011(CPM DL,CPM UL,Flexible PDU Format,64 QAM,SRB on EUL,Multi-Carrier,DACC capable);targetConnType = uehPacketEulHs; tGCP=0100000000000011000011011(CPM DL,CPM UL,Flexible PDU Format,64 QAM,SRB on EUL,Multi-Carrier,DACC capable);UE Cap = Rel9-10100000000001110001011100110001111;fileName = ../UehIratHoFromUtranC.cpp;line = 4061;Previous state = WaitIuRelease;Current state = Handover;Current proc state = NULL;noOfUeCtxtInConnectedState = 13;noOfUeCtxtInUra = 1;ActiveSetCellId = [20518,-1,-1,-1,-1];ActiveSetCellFroId = [16,-1,-1,-1,-1];ctxtData = 000;procedureTriggerReason = eutraHandoverExInd;lastGrabRule = No GrabRule;Irat targeteCellId = 1;Irat targeteNodeBId = 30235;Irat targetTacId = 106;Addition text = PSHO To LTE;  Failing due to physical channel failure; BackTrace = [e84d3d68,9fd3838,1c24,cf784,7fdaa0,8012b4,a1c9334,6bc0,bd9d4,c39d0,926f330] 
/proj/tfwlogs_wmr/stability/weekly_unloaded/stp95_96/JCAT/190226_170817/13_startMonitor/flow_rnc96_20190226172838987.txt [2019-02-27 01:40:35.124] 0011/00/6382    (1/UEH_EXCEPTION) ../UehBaseTraceD.cpp:4681 TRACE1:ExceptionCode = 410; Received signal handoverFromUTRANFailure; FailureIndication; Ue;RRCConNotRel;No effect on connection;callProc = UehIratHoFromUtranC;UeRef = 6382; IMSI = 235919309500061; cellId = 20518; cellFroId = 16; hsCellId = 20518; hsCellFroId = 16; spId = dc:p:30:1; rhRncModuleId = 4; RLs in DRNC = 0; Best RL in DRNC: No; S-RNTI = 68962; causecode = 2;IMEISV = 0044024533567251;sourceConnType = uehPacketEulHs; sGCP=0100000000000011000011011(CPM DL,CPM UL,Flexible PDU Format,64 QAM,SRB on EUL,Multi-Carrier,DACC capable);targetConnType = uehPacketEulHs; tGCP=0100000000000011000011011(CPM DL,CPM UL,Flexible PDU Format,64 QAM,SRB on EUL,Multi-Carrier,DACC capable);UE Cap = Rel9-10100000000001110001011100110001111;fileName = ../UehIratHoFromUtranC.cpp;line = 4061;Previous state = WaitIuRelease;Current state = Handover;Current proc state = NULL;noOfUeCtxtInConnectedState = 12;noOfUeCtxtInUra = 0;ActiveSetCellId = [20518,-1,-1,-1,-1];ActiveSetCellFroId = [16,-1,-1,-1,-1];ctxtData = 000;procedureTriggerReason = eutraHandoverExInd;lastGrabRule = UehGenRabRuleBU1D;Irat targeteCellId = 1;Irat targeteNodeBId = 30235;Irat targetTacId = 106;Addition text = PSHO To LTE;  Failing due to physical channel failure; BackTrace = [e84d3d68,9fd3838,1c24,cf784,7fdaa0,8012b4,a1c9334,6bc0,bd9d4,c39d0,926f330] 
/proj/tfwlogs_wmr/stability/weekly_unloaded/stp95_96/JCAT/190226_170817/13_startMonitor/flow_rnc96_20190226172838987.txt [2019-02-27 02:03:16.500] 0011/00/6594    (1/UEH_EXCEPTION) ../UehBaseTraceD.cpp:4681 TRACE1:ExceptionCode = 410; Received signal handoverFromUTRANFailure; FailureIndication; Ue;RRCConNotRel;No effect on connection;callProc = UehIratHoFromUtranC;UeRef = 6594; IMSI = 235919309500061; cellId = 20518; cellFroId = 16; hsCellId = 20518; hsCellFroId = 16; spId = dc:p:30:1; rhRncModuleId = 4; RLs in DRNC = 0; Best RL in DRNC: No; S-RNTI = 69174; causecode = 2;IMEISV = 0044024533567251;sourceConnType = uehPacketEulHs; sGCP=0100000000000011000011011(CPM DL,CPM UL,Flexible PDU Format,64 QAM,SRB on EUL,Multi-Carrier,DACC capable);targetConnType = uehPacketEulHs; tGCP=0100000000000011000011011(CPM DL,CPM UL,Flexible PDU Format,64 QAM,SRB on EUL,Multi-Carrier,DACC capable);UE Cap = Rel9-10100000000001110001011100110001111;fileName = ../UehIratHoFromUtranC.cpp;line = 4061;Previous state = WaitIuRelease;Current state = Handover;Current proc state = NULL;noOfUeCtxtInConnectedState = 10;noOfUeCtxtInUra = 0;ActiveSetCellId = [20518,-1,-1,-1,-1];ActiveSetCellFroId = [16,-1,-1,-1,-1];ctxtData = 000;procedureTriggerReason = eutraHandoverExInd;lastGrabRule = UehGenRabRuleA5D;Irat targeteCellId = 1;Irat targeteNodeBId = 30235;Irat targetTacId = 106;Addition text = PSHO To LTE;  Failing due to physical channel failure; BackTrace = [e84d3d68,9fd3838,1c24,cf784,7fdaa0,8012b4,a1c9334,6bc0,bd9d4,c39d0,926f330] 
/proj/tfwlogs_wmr/stability/weekly_unloaded/stp95_96/JCAT/190226_170817/13_startMonitor/flow_rnc96_20190226172838987.txt [2019-02-27 02:54:25.844] 0011/00/7037    (1/UEH_EXCEPTION) ../UehBaseTraceD.cpp:4681 TRACE1:ExceptionCode = 410; Received signal handoverFromUTRANFailure; FailureIndication; Ue;RRCConNotRel;No effect on connection;callProc = UehIratHoFromUtranC;UeRef = 7037; IMSI = 235919309500061; cellId = 20518; cellFroId = 16; hsCellId = 20518; hsCellFroId = 16; spId = dc:p:30:1; rhRncModuleId = 4; RLs in DRNC = 0; Best RL in DRNC: No; S-RNTI = 69617; causecode = 2;IMEISV = 0044024533567251;sourceConnType = uehPacketEulHs; sGCP=0100000000000011000011011(CPM DL,CPM UL,Flexible PDU Format,64 QAM,SRB on EUL,Multi-Carrier,DACC capable);targetConnType = uehPacketEulHs; tGCP=0100000000000011000011011(CPM DL,CPM UL,Flexible PDU Format,64 QAM,SRB on EUL,Multi-Carrier,DACC capable);UE Cap = Rel9-10100000000001110001011100110001111;fileName = ../UehIratHoFromUtranC.cpp;line = 4061;Previous state = WaitIuRelease;Current state = Handover;Current proc state = NULL;noOfUeCtxtInConnectedState = 6;noOfUeCtxtInUra = 1;ActiveSetCellId = [20518,-1,-1,-1,-1];ActiveSetCellFroId = [16,-1,-1,-1,-1];ctxtData = 000;procedureTriggerReason = eutraHandoverExInd;lastGrabRule = UehGenRabRuleA9D;Irat targeteCellId = 1;Irat targeteNodeBId = 30235;Irat targetTacId = 106;Addition text = PSHO To LTE;  Failing due to physical channel failure; BackTrace = [e84d3d68,9fd3838,1c24,cf784,7fdaa0,8012b4,a1c9334,6bc0,bd9d4,c39d0,926f330] 
/proj/tfwlogs_wmr/stability/weekly_unloaded/stp95_96/JCAT/190307_170819/13_startMonitor/flow_rnc96_20190307172655838.txt [2019-03-07 17:52:34.880] 0011/00/6266    (1/UEH_EXCEPTION) ../UehBaseTraceD.cpp:4681 TRACE1:ExceptionCode = 410; Received signal handoverFromUTRANFailure; FailureIndication; Ue;RRCConNotRel;No effect on connection;callProc = UehIratHoFromUtranC;UeRef = 6266; IMSI = 235919309500061; cellId = 20518; cellFroId = 16; hsCellId = 20518; hsCellFroId = 16; spId = dc:p:30:1; rhRncModuleId = 4; RLs in DRNC = 0; Best RL in DRNC: No; S-RNTI = 68846; causecode = 2;IMEISV = 0044024533567251;sourceConnType = uehPacketEulHs; sGCP=0100000000000011000011011(CPM DL,CPM UL,Flexible PDU Format,64 QAM,SRB on EUL,Multi-Carrier,DACC capable);targetConnType = uehPacketEulHs; tGCP=0100000000000011000011011(CPM DL,CPM UL,Flexible PDU Format,64 QAM,SRB on EUL,Multi-Carrier,DACC capable);UE Cap = Rel9-10100000000001110001011100110001111;fileName = ../UehIratHoFromUtranC.cpp;line = 4057;Previous state = WaitIuRelease;Current state = Handover;Current proc state = NULL;noOfUeCtxtInConnectedState = 8;noOfUeCtxtInUra = 0;ActiveSetCellId = [-1,20518,-1,-1,-1];ActiveSetCellFroId = [-1,16,-1,-1,-1];ctxtData = 000;procedureTriggerReason = eutraHandoverExInd;lastGrabRule = UehGenRabRuleA9D;Irat targeteCellId = 1;Irat targeteNodeBId = 30235;Irat targetTacId = 106;Addition text = PSHO To LTE;  Failing due to physical channel failure; BackTrace = [d3613d68,5116128,4514,2074,493d838,40d68,530bc2c,94b8,02cc,62c8,43af2b0] 
/proj/tfwlogs_wmr/stability/weekly_unloaded/stp95_96/JCAT/190312_170808/13_startMonitor/flow_rnc96_20190312172817007.txt [2019-03-13 01:16:46.116] 0011/00/7264    (1/UEH_EXCEPTION) ../UehBaseTraceD.cpp:4681 TRACE1:ExceptionCode = 410; Received signal handoverFromUTRANFailure; FailureIndication; Ue;RRCConNotRel;No effect on connection;callProc = UehIratHoFromUtranC;UeRef = 7264; IMSI = 235919309500061; cellId = 20518; cellFroId = 16; hsCellId = 20518; hsCellFroId = 16; spId = dc:p:30:1; rhRncModuleId = 4; RLs in DRNC = 0; Best RL in DRNC: No; S-RNTI = 69844; causecode = 2;IMEISV = 0044024533567251;sourceConnType = uehPacketEulHs; sGCP=0100000000000011000011011(CPM DL,CPM UL,Flexible PDU Format,64 QAM,SRB on EUL,Multi-Carrier,DACC capable);targetConnType = uehPacketEulHs; tGCP=0100000000000011000011011(CPM DL,CPM UL,Flexible PDU Format,64 QAM,SRB on EUL,Multi-Carrier,DACC capable);UE Cap = Rel9-10100000000001110001011100110001111;fileName = ../UehIratHoFromUtranC.cpp;line = 4059;Previous state = WaitIuRelease;Current state = Handover;Current proc state = NULL;noOfUeCtxtInConnectedState = 6;noOfUeCtxtInUra = 0;ActiveSetCellId = [20518,-1,-1,-1,-1];ActiveSetCellFroId = [16,-1,-1,-1,-1];ctxtData = 000;procedureTriggerReason = eutraHandoverExInd;lastGrabRule = No GrabRule;Irat targeteCellId = 1;Irat targeteNodeBId = 30235;Irat targetTacId = 106;Addition text = PSHO To LTE;  Failing due to physical channel failure; BackTrace = [e9eb3d68,b9b657c,4968,24c8,1dda04,e106c,bac04c,98d8,06ec,66e8,ac4f330] 
/proj/tfwlogs_wmr/stability/weekly_unloaded/stp95_96/JCAT/190316_170814/13_startMonitor/flow_rnc96_20190316172749854.txt [2019-03-17 04:48:06.704] 0011/00/5875    (1/UEH_EXCEPTION) ../UehBaseTraceD.cpp:4681 TRACE1:ExceptionCode = 410; Received signal handoverFromUTRANFailure; FailureIndication; Ue;RRCConNotRel;No effect on connection;callProc = UehIratHoFromUtranC;UeRef = 5875; IMSI = 235919309500061; cellId = 20518; cellFroId = 16; hsCellId = 20518; hsCellFroId = 16; spId = dc:p:30:1; rhRncModuleId = 4; RLs in DRNC = 0; Best RL in DRNC: No; S-RNTI = 68455; causecode = 2;IMEISV = 0044024533567251;sourceConnType = uehPacketEulHs; sGCP=0100000000000011000011011(CPM DL,CPM UL,Flexible PDU Format,64 QAM,SRB on EUL,Multi-Carrier,DACC capable);targetConnType = uehPacketEulHs; tGCP=0100000000000011000011011(CPM DL,CPM UL,Flexible PDU Format,64 QAM,SRB on EUL,Multi-Carrier,DACC capable);UE Cap = Rel9-10100000000001110001011100110001111;fileName = ../UehIratHoFromUtranC.cpp;line = 4059;Previous state = WaitIuRelease;Current state = Handover;Current proc state = NULL;noOfUeCtxtInConnectedState = 6;noOfUeCtxtInUra = 0;ActiveSetCellId = [20518,-1,-1,-1,-1];ActiveSetCellFroId = [16,-1,-1,-1,-1];ctxtData = 000;procedureTriggerReason = eutraHandoverExInd;lastGrabRule = UehGenRabRuleA9D;Irat targeteCellId = 1;Irat targeteNodeBId = 30235;Irat targetTacId = 106;Addition text = PSHO To LTE;  Failing due to physical channel failure; BackTrace = [e9eb3d68,b9b657c,4968,24c8,1dda04,e106c,bac04c,98d8,06ec,66e8,ac4f330] 
/proj/tfwlogs_wmr/stability/weekly_unloaded/stp95_96/JCAT/190327_170848/13_startMonitor/flow_rnc96_20190327172650333.txt [2019-03-27 22:31:47.680] 0011/00/4166    (1/UEH_EXCEPTION) ../UehBaseTraceD.cpp:4681 TRACE1:ExceptionCode = 410; Received signal handoverFromUTRANFailure; FailureIndication; Ue;RRCConNotRel;No effect on connection;callProc = UehIratHoFromUtranC;UeRef = 4166; IMSI = 235919309500061; cellId = 20518; cellFroId = 16; hsCellId = 20518; hsCellFroId = 16; spId = dc:p:38:1; rhRncModuleId = 4; RLs in DRNC = 0; Best RL in DRNC: No; S-RNTI = 66746; causecode = 2;IMEISV = 0044024533567251;sourceConnType = uehPacketEulHs; sGCP=0100000000000011000011011(CPM DL,CPM UL,Flexible PDU Format,64 QAM,SRB on EUL,Multi-Carrier,DACC capable);targetConnType = uehPacketEulHs; tGCP=0100000000000011000011011(CPM DL,CPM UL,Flexible PDU Format,64 QAM,SRB on EUL,Multi-Carrier,DACC capable);UE Cap = Rel9-10100000000001110001011100110001111;fileName = ../UehIratHoFromUtranC.cpp;line = 4059;Previous state = WaitIuRelease;Current state = Handover;Current proc state = NULL;noOfUeCtxtInConnectedState = 7;noOfUeCtxtInUra = 0;ActiveSetCellId = [20518,-1,-1,-1,-1];ActiveSetCellFroId = [16,-1,-1,-1,-1];ctxtData = 000;procedureTriggerReason = eutraHandoverExInd;lastGrabRule = UehGenRabRuleC4D;Irat targeteCellId = 1;Irat targeteNodeBId = 30235;Irat targetTacId = 106;Addition text = PSHO To LTE;  Failing due to physical channel failure; BackTrace = [d0673d90,2179d04,80f0,5c50,19a03c8,3a30,236ea14,c2a0,30b4,90b0,140ef30] 
/proj/tfwlogs_wmr/stability/weekly_unloaded/stp95_96/JCAT/190327_170848/13_startMonitor/flow_rnc96_20190327172650333.txt [2019-03-28 03:49:26.380] 0011/00/6758    (1/UEH_EXCEPTION) ../UehBaseTraceD.cpp:4681 TRACE1:ExceptionCode = 410; Received signal handoverFromUTRANFailure; FailureIndication; Ue;RRCConNotRel;No effect on connection;callProc = UehIratHoFromUtranC;UeRef = 6758; IMSI = 235919309500061; cellId = 20518; cellFroId = 16; hsCellId = 20518; hsCellFroId = 16; spId = dc:p:38:1; rhRncModuleId = 4; RLs in DRNC = 0; Best RL in DRNC: No; S-RNTI = 69338; causecode = 2;IMEISV = 0044024533567251;sourceConnType = uehPacketEulHs; sGCP=0100000000000011000011011(CPM DL,CPM UL,Flexible PDU Format,64 QAM,SRB on EUL,Multi-Carrier,DACC capable);targetConnType = uehPacketEulHs; tGCP=0100000000000011000011011(CPM DL,CPM UL,Flexible PDU Format,64 QAM,SRB on EUL,Multi-Carrier,DACC capable);UE Cap = Rel9-10100000000001110001011100110001111;fileName = ../UehIratHoFromUtranC.cpp;line = 4059;Previous state = WaitIuRelease;Current state = Handover;Current proc state = NULL;noOfUeCtxtInConnectedState = 5;noOfUeCtxtInUra = 1;ActiveSetCellId = [-1,20518,-1,-1,-1];ActiveSetCellFroId = [-1,16,-1,-1,-1];ctxtData = 000;procedureTriggerReason = eutraHandoverExInd;lastGrabRule = UehGenRabRuleC4D;Irat targeteCellId = 1;Irat targeteNodeBId = 30235;Irat targetTacId = 106;Addition text = PSHO To LTE;  Failing due to physical channel failure; BackTrace = [d0673d90,2179d04,80f0,5c50,19a03c8,3a30,236ea14,c2a0,30b4,90b0,140ef30] 
/proj/tfwlogs_wmr/stability/weekly_unloaded/stp95_96/JCAT/190328_170854/13_startMonitor/flow_rnc96_20190328172717358.txt [2019-03-28 23:57:20.160] 0011/00/5268    (1/UEH_EXCEPTION) ../UehBaseTraceD.cpp:4681 TRACE1:ExceptionCode = 410; Received signal handoverFromUTRANFailure; FailureIndication; Ue;RRCConNotRel;No effect on connection;callProc = UehIratHoFromUtranC;UeRef = 5268; IMSI = 235919309500061; cellId = 20518; cellFroId = 16; hsCellId = 20518; hsCellFroId = 16; spId = dc:p:38:2; rhRncModuleId = 4; RLs in DRNC = 0; Best RL in DRNC: No; S-RNTI = 67848; causecode = 2;IMEISV = 0044024533567251;sourceConnType = uehPacketEulHs; sGCP=0100000000000011000011011(CPM DL,CPM UL,Flexible PDU Format,64 QAM,SRB on EUL,Multi-Carrier,DACC capable);targetConnType = uehPacketEulHs; tGCP=0100000000000011000011011(CPM DL,CPM UL,Flexible PDU Format,64 QAM,SRB on EUL,Multi-Carrier,DACC capable);UE Cap = Rel9-10100000000001110001011100110001111;fileName = ../UehIratHoFromUtranC.cpp;line = 4059;Previous state = WaitIuRelease;Current state = Handover;Current proc state = NULL;noOfUeCtxtInConnectedState = 7;noOfUeCtxtInUra = 0;ActiveSetCellId = [20518,-1,-1,-1,-1];ActiveSetCellFroId = [16,-1,-1,-1,-1];ctxtData = 000;procedureTriggerReason = eutraHandoverExInd;lastGrabRule = UehGenRabRuleC4D;Irat targeteCellId = 1;Irat targeteNodeBId = 30235;Irat targetTacId = 106;Addition text = PSHO To LTE;  Failing due to physical channel failure; BackTrace = [d0673d90,2179d04,80f0,5c50,19a03c8,3a30,236ea14,c2a0,30b4,90b0,140ef30] 
/proj/tfwlogs_wmr/stability/weekly_unloaded/stp95_96/JCAT/190402_170848/13_startMonitor/flow_rnc96_20190402172720498.txt [2019-04-03 00:55:02.136] 0011/00/5999    (1/UEH_EXCEPTION) ../UehBaseTraceD.cpp:4681 TRACE1:ExceptionCode = 410; Received signal handoverFromUTRANFailure; FailureIndication; Ue;RRCConNotRel;No effect on connection;callProc = UehIratHoFromUtranC;UeRef = 5999; IMSI = 235919309500061; cellId = 20518; cellFroId = 16; hsCellId = 20518; hsCellFroId = 16; spId = dc:p:37:1; rhRncModuleId = 4; RLs in DRNC = 0; Best RL in DRNC: No; S-RNTI = 68579; causecode = 2;IMEISV = 0044024533567251;sourceConnType = uehPacketEulHs; sGCP=0100000000000011000011011(CPM DL,CPM UL,Flexible PDU Format,64 QAM,SRB on EUL,Multi-Carrier,DACC capable);targetConnType = uehPacketEulHs; tGCP=0100000000000011000011011(CPM DL,CPM UL,Flexible PDU Format,64 QAM,SRB on EUL,Multi-Carrier,DACC capable);UE Cap = Rel9-10100000000001110001011100110001111;fileName = ../UehIratHoFromUtranC.cpp;line = 4059;Previous state = WaitIuRelease;Current state = Handover;Current proc state = NULL;noOfUeCtxtInConnectedState = 8;noOfUeCtxtInUra = 0;ActiveSetCellId = [20517,20518,-1,-1,-1];ActiveSetCellFroId = [15,16,-1,-1,-1];ctxtData = 000;procedureTriggerReason = P17c0v0ec0s1;lastGrabRule = UehGenRabRuleA9D;Irat targeteCellId = 1;Irat targeteNodeBId = 30235;Irat targetTacId = 106;Addition text = PSHO To LTE;  Failing due to physical channel failure; BackTrace = [e9d03d90,b80b000,93ec,6f4c,030788,3df0,9fff20,d7ac,45c0,a5bc,aa9ef30] 
